Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Higher Order Suppressor	Horizontal Exit Slit Size	Beamline Energy
49.647	-2.3264	-0.2497	3.7097	7.4194	11	150	250	0.001
49.647	-2.3264	-0.2497	3.7097	7.4194	11	150	250	0.001
49.647	-2.3266	-0.2497	3.8065	7.6129	11	150	250	0.001
49.647	-2.3269	-0.2497	3.9032	7.8065	11	150	250	0.001
49.647	-2.3271	-0.2496	4	8	11	150	250	0.001
49.647	-2.3274	-0.2496	4.0952	8.1905	11	150	250	0.001
49.647	-2.3276	-0.2496	4.1905	8.381	11	150	250	0.001
49.647	-2.3278	-0.2496	4.2857	8.5714	11	150	250	0.001
49.647	-2.3281	-0.2496	4.381	8.7619	11	150	250	0.001
49.647	-2.3283	-0.2496	4.4762	8.9524	11	150	250	0.001
49.647	-2.3286	-0.2495	4.5714	9.1429	11	150	250	0.001
49.647	-2.3288	-0.2495	4.6667	9.3333	11	150	250	0.001
49.647	-2.329	-0.2495	4.7619	9.5238	11	150	250	0.001
49.647	-2.3293	-0.2495	4.8571	9.7143	11	150	250	0.001
49.647	-2.3295	-0.2495	4.9524	9.9048	11	150	250	0.001
49.647	-2.3298	-0.2494	5.0476	10.0952	11	150	250	0.001
49.647	-2.33	-0.2494	5.1429	10.2857	11	150	250	0.001
49.647	-2.3302	-0.2494	5.2381	10.4762	11	150	250	0.001
49.647	-2.3305	-0.2494	5.3333	10.6667	11	150	250	0.001
49.647	-2.3307	-0.2493	5.4286	10.8571	11	150	250	0.001
49.647	-2.331	-0.2493	5.5238	11.0476	11	150	250	0.001
49.647	-2.3312	-0.2493	5.619	11.2381	11	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	11	150	250	0.001
49.647	-2.3317	-0.2493	5.8095	11.619	11	150	250	0.001
49.647	-2.3319	-0.2492	5.9048	11.8095	11	150	250	0.001
49.647	-2.3322	-0.2492	6	12	11	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3314	-0.2493	5.7143	11.4286	10	150	250	0.001
49.647	-2.3317	-0.2493	5.8095	11.619	10	150	250	0.001
49.647	-2.3319	-0.2492	5.9048	11.8095	10	150	250	0.001
49.647	-2.3322	-0.2492	6	12	10	150	250	0.001
49.647	-2.3324	-0.2492	6.0976	12.1951	10	150	250	0.001
49.647	-2.3326	-0.2492	6.1951	12.3902	10	150	250	0.001
49.647	-2.3329	-0.2491	6.2927	12.5854	10	150	250	0.001
49.647	-2.3331	-0.2491	6.3902	12.7805	10	150	250	0.001
49.647	-2.3334	-0.2491	6.4878	12.9756	10	150	250	0.001
49.647	-2.3336	-0.249	6.5854	13.1707	10	150	250	0.001
49.647	-2.3339	-0.249	6.6829	13.3659	10	150	250	0.001
49.647	-2.3341	-0.249	6.7805	13.561	10	150	250	0.001
49.647	-2.3344	-0.249	6.878	13.7561	10	150	250	0.001
49.647	-2.3346	-0.2489	6.9756	13.9512	10	150	250	0.001
49.647	-2.3349	-0.2489	7.0732	14.1463	10	150	250	0.001
49.647	-2.3351	-0.2489	7.1707	14.3415	10	150	250	0.001
49.647	-2.3353	-0.2488	7.2683	14.5366	10	150	250	0.001
49.647	-2.3356	-0.2488	7.3659	14.7317	10	150	250	0.001
49.647	-2.3358	-0.2488	7.4634	14.9268	10	150	250	0.001
49.647	-2.3361	-0.2487	7.561	15.122	10	150	250	0.001
49.647	-2.3363	-0.2487	7.6585	15.3171	10	150	250	0.001
49.647	-2.3366	-0.2487	7.7561	15.5122	10	150	250	0.001
49.647	-2.3368	-0.2486	7.8537	15.7073	10	150	250	0.001
49.647	-2.3371	-0.2486	7.9512	15.9024	10	150	250	0.001
49.647	-2.3373	-0.2486	8.0488	16.0976	10	150	250	0.001
49.647	-2.3375	-0.2485	8.1463	16.2927	10	150	250	0.001
49.647	-2.3378	-0.2485	8.2439	16.4878	10	150	250	0.001
49.647	-2.338	-0.2485	8.3415	16.6829	10	150	250	0.001
49.647	-2.3383	-0.2484	8.439	16.878	10	150	250	0.001
49.647	-2.3385	-0.2484	8.5366	17.0732	10	150	250	0.001
49.647	-2.3388	-0.2484	8.6341	17.2683	10	150	250	0.001
49.647	-2.339	-0.2483	8.7317	17.4634	10	150	250	0.001
49.647	-2.3393	-0.2483	8.8293	17.6585	10	150	250	0.001
49.647	-2.3395	-0.2482	8.9268	17.8537	10	150	250	0.001
49.647	-2.3397	-0.2482	9.0244	18.0488	10	150	250	0.001
49.647	-2.34	-0.2482	9.122	18.2439	10	150	250	0.001
49.647	-2.3402	-0.2481	9.2195	18.439	10	150	250	0.001
49.647	-2.3405	-0.2481	9.3171	18.6341	10	150	250	0.001
49.647	-2.3407	-0.248	9.4146	18.8293	10	150	250	0.001
49.647	-2.341	-0.248	9.5122	19.0244	10	150	250	0.001
49.647	-2.3412	-0.248	9.6098	19.2195	10	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	10	150	250	0.001
49.647	-2.3417	-0.2479	9.8049	19.6098	10	150	250	0.001
49.647	-2.3419	-0.2478	9.9024	19.8049	10	150	250	0.001
49.647	-2.3422	-0.2478	10	20	10	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3414	-0.2479	9.7073	19.4146	7.5	150	250	0.001
49.647	-2.3417	-0.2479	9.8049	19.6098	7.5	150	250	0.001
49.647	-2.3419	-0.2478	9.9024	19.8049	7.5	150	250	0.001
49.647	-2.3422	-0.2478	10	20	7.5	150	250	0.001
49.647	-2.3426	-0.2477	10.1667	20.3333	7.5	150	250	0.001
49.647	-2.343	-0.2476	10.3333	20.6667	7.5	150	250	0.001
49.647	-2.3434	-0.2476	10.5	21	7.5	150	250	0.001
49.647	-2.3438	-0.2475	10.6667	21.3333	7.5	150	250	0.001
49.647	-2.3443	-0.2474	10.8333	21.6667	7.5	150	250	0.001
49.647	-2.3447	-0.2473	11	22	7.5	150	250	0.001
49.647	-2.3451	-0.2473	11.1667	22.3333	7.5	150	250	0.001
49.647	-2.3455	-0.2472	11.3333	22.6667	7.5	150	250	0.001
49.647	-2.3459	-0.2471	11.5	23	7.5	150	250	0.001
49.647	-2.3463	-0.247	11.6667	23.3333	7.5	150	250	0.001
49.647	-2.3467	-0.2469	11.8333	23.6667	7.5	150	250	0.001
49.647	-2.3471	-0.2468	12	24	7.5	150	250	0.001
49.647	-2.3476	-0.2467	12.1667	24.3333	7.5	150	250	0.001
49.647	-2.348	-0.2467	12.3333	24.6667	7.5	150	250	0.001
49.647	-2.3484	-0.2466	12.5	25	7.5	150	250	0.001
49.647	-2.3488	-0.2465	12.6667	25.3333	7.5	150	250	0.001
49.647	-2.3492	-0.2464	12.8333	25.6667	7.5	150	250	0.001
49.647	-2.3496	-0.2463	13	26	7.5	150	250	0.001
49.647	-2.35	-0.2462	13.1667	26.3333	7.5	150	250	0.001
49.647	-2.3504	-0.2461	13.3333	26.6667	7.5	150	250	0.001
49.647	-2.3508	-0.246	13.5	27	7.5	150	250	0.001
49.647	-2.3513	-0.2459	13.6667	27.3333	7.5	150	250	0.001
49.647	-2.3517	-0.2458	13.8333	27.6667	7.5	150	250	0.001
49.647	-2.3521	-0.2457	14	28	7.5	150	250	0.001
49.647	-2.3525	-0.2456	14.1667	28.3333	7.5	150	250	0.001
49.647	-2.3529	-0.2455	14.3333	28.6667	7.5	150	250	0.001
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.001
49.647	-2.3537	-0.2453	14.6667	29.3333	7.5	150	250	0.001
49.647	-2.3541	-0.2452	14.8333	29.6667	7.5	150	250	0.001
49.647	-2.3545	-0.2451	15	30	7.5	150	250	0.001
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3533	-0.2454	14.5	29	7.5	150	250	0.05
49.647	-2.3537	-0.2453	14.6667	29.3333	7.5	150	250	0.05
49.647	-2.3541	-0.2452	14.8333	29.6667	7.5	150	250	0.05
49.647	-2.3545	-0.2451	15	30	7.5	150	250	0.05
49.647	-2.3549	-0.2449	15.1667	30.3333	7.5	150	250	0.05
49.647	-2.3553	-0.2448	15.3333	30.6667	7.5	150	250	0.05
49.647	-2.3557	-0.2447	15.5	31	7.5	150	250	0.05
49.647	-2.3562	-0.2446	15.6667	31.3333	7.5	150	250	0.05
49.647	-2.3566	-0.2445	15.8333	31.6667	7.5	150	250	0.05
49.647	-2.357	-0.2444	16	32	7.5	150	250	0.05
49.647	-2.3574	-0.2443	16.1667	32.3333	7.5	150	250	0.05
49.647	-2.3578	-0.2441	16.3333	32.6667	7.5	150	250	0.05
49.647	-2.3582	-0.244	16.5	33	7.5	150	250	0.05
49.647	-2.3586	-0.2439	16.6667	33.3333	7.5	150	250	0.05
49.647	-2.359	-0.2438	16.8333	33.6667	7.5	150	250	0.05
49.647	-2.3594	-0.2437	17	34	7.5	150	250	0.05
49.647	-2.3598	-0.2435	17.1667	34.3333	7.5	150	250	0.05
49.647	-2.3602	-0.2434	17.3333	34.6667	7.5	150	250	0.05
49.647	-2.3606	-0.2433	17.5	35	7.5	150	250	0.05
49.647	-2.361	-0.2432	17.6667	35.3333	7.5	150	250	0.05
49.647	-2.3614	-0.243	17.8333	35.6667	7.5	150	250	0.05
49.647	-2.3618	-0.2429	18	36	7.5	150	250	0.05
49.647	-2.3622	-0.2428	18.1667	36.3333	7.5	150	250	0.05
49.647	-2.3626	-0.2426	18.3333	36.6667	7.5	150	250	0.05
49.647	-2.363	-0.2425	18.5	37	7.5	150	250	0.05
49.647	-2.3634	-0.2424	18.6667	37.3333	7.5	150	250	0.05
49.647	-2.3638	-0.2422	18.8333	37.6667	7.5	150	250	0.05
49.647	-2.3642	-0.2421	19	38	7.5	150	250	0.05
49.647	-2.3646	-0.242	19.1667	38.3333	7.5	150	250	0.05
49.647	-2.365	-0.2418	19.3333	38.6667	7.5	150	250	0.05
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.05
49.647	-2.3658	-0.2415	19.6667	39.3333	7.5	150	250	0.05
49.647	-2.3662	-0.2414	19.8333	39.6667	7.5	150	250	0.05
49.647	-2.3666	-0.2413	20	40	7.5	150	250	0.05
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3654	-0.2417	19.5	39	7.5	150	250	0.1
49.647	-2.3658	-0.2415	19.6667	39.3333	7.5	150	250	0.1
49.647	-2.3662	-0.2414	19.8333	39.6667	7.5	150	250	0.1
49.647	-2.3666	-0.2413	20	40	7.5	150	250	0.1
49.647	-2.367	-0.2411	20.1724	40.3448	7.5	150	250	0.1
49.647	-2.3674	-0.241	20.3448	40.6897	7.5	150	250	0.1
49.647	-2.3678	-0.2408	20.5172	41.0345	7.5	150	250	0.1
49.647	-2.3682	-0.2406	20.6897	41.3793	7.5	150	250	0.1
49.647	-2.3686	-0.2405	20.8621	41.7241	7.5	150	250	0.1
49.647	-2.369	-0.2403	21.0345	42.069	7.5	150	250	0.1
49.647	-2.3695	-0.2402	21.2069	42.4138	7.5	150	250	0.1
49.647	-2.3699	-0.24	21.3793	42.7586	7.5	150	250	0.1
49.647	-2.3703	-0.2399	21.5517	43.1034	7.5	150	250	0.1
49.647	-2.3707	-0.2397	21.7241	43.4483	7.5	150	250	0.1
49.647	-2.3711	-0.2395	21.8966	43.7931	7.5	150	250	0.1
49.647	-2.3715	-0.2394	22.069	44.1379	7.5	150	250	0.1
49.647	-2.3719	-0.2392	22.2414	44.4828	7.5	150	250	0.1
49.647	-2.3723	-0.239	22.4138	44.8276	7.5	150	250	0.1
49.647	-2.3727	-0.2389	22.5862	45.1724	7.5	150	250	0.1
49.647	-2.3731	-0.2387	22.7586	45.5172	7.5	150	250	0.1
49.647	-2.3735	-0.2385	22.931	45.8621	7.5	150	250	0.1
49.647	-2.3739	-0.2384	23.1034	46.2069	7.5	150	250	0.1
49.647	-2.3743	-0.2382	23.2759	46.5517	7.5	150	250	0.1
49.647	-2.3747	-0.238	23.4483	46.8966	7.5	150	250	0.1
49.647	-2.3751	-0.2379	23.6207	47.2414	7.5	150	250	0.1
49.647	-2.3755	-0.2377	23.7931	47.5862	7.5	150	250	0.1
49.647	-2.3759	-0.2375	23.9655	47.931	7.5	150	250	0.1
49.647	-2.3763	-0.2373	24.1379	48.2759	7.5	150	250	0.1
49.647	-2.3767	-0.2371	24.3103	48.6207	7.5	150	250	0.1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	0.1
49.647	-2.3775	-0.2368	24.6552	49.3103	7.5	150	250	0.1
49.647	-2.3779	-0.2366	24.8276	49.6552	7.5	150	250	0.1
49.647	-2.3783	-0.2364	25	50	7.5	150	250	0.1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3771	-0.237	24.4828	48.9655	7.5	150	250	1
49.647	-2.3775	-0.2368	24.6552	49.3103	7.5	150	250	1
49.647	-2.3779	-0.2366	24.8276	49.6552	7.5	150	250	1
49.647	-2.3783	-0.2364	25	50	7.5	150	250	1
49.647	-2.3787	-0.2362	25.1786	50.3571	7.5	150	250	1
49.647	-2.3791	-0.236	25.3571	50.7143	7.5	150	250	1
49.647	-2.3795	-0.2358	25.5357	51.0714	7.5	150	250	1
49.647	-2.3799	-0.2356	25.7143	51.4286	7.5	150	250	1
49.647	-2.3803	-0.2354	25.8929	51.7857	7.5	150	250	1
49.647	-2.3807	-0.2352	26.0714	52.1429	7.5	150	250	1
49.647	-2.3811	-0.235	26.25	52.5	7.5	150	250	1
49.647	-2.3815	-0.2348	26.4286	52.8571	7.5	150	250	1
49.647	-2.3819	-0.2346	26.6071	53.2143	7.5	150	250	1
49.647	-2.3823	-0.2344	26.7857	53.5714	7.5	150	250	1
49.647	-2.3827	-0.2342	26.9643	53.9286	7.5	150	250	1
49.647	-2.3832	-0.234	27.1429	54.2857	7.5	150	250	1
49.647	-2.3836	-0.2338	27.3214	54.6429	7.5	150	250	1
49.647	-2.384	-0.2336	27.5	55	7.5	150	250	1
49.647	-2.3844	-0.2334	27.6786	55.3571	7.5	150	250	1
49.647	-2.3848	-0.2332	27.8571	55.7143	7.5	150	250	1
49.647	-2.3852	-0.233	28.0357	56.0714	7.5	150	250	1
49.647	-2.3856	-0.2328	28.2143	56.4286	7.5	150	250	1
49.647	-2.3859	-0.2326	28.3929	56.7857	7.5	150	250	1
49.647	-2.3863	-0.2323	28.5714	57.1429	7.5	150	250	1
49.647	-2.3867	-0.2321	28.75	57.5	7.5	150	250	1
49.647	-2.3871	-0.2319	28.9286	57.8571	7.5	150	250	1
49.647	-2.3875	-0.2317	29.1071	58.2143	7.5	150	250	1
49.647	-2.3879	-0.2315	29.2857	58.5714	7.5	150	250	1
49.647	-2.3883	-0.2312	29.4643	58.9286	7.5	150	250	1
49.647	-2.3887	-0.231	29.6429	59.2857	7.5	150	250	1
49.647	-2.3891	-0.2308	29.8214	59.6429	7.5	150	250	1
49.647	-2.3895	-0.2306	30	60	7.5	150	250	1
49.647	-2.3883	-0.2312	29.4643	58.9286	7.5	150	250	1
49.647	-2.3887	-0.231	29.6429	59.2857	7.5	150	250	1
49.647	-2.3891	-0.2308	29.8214	59.6429	7.5	150	250	1
49.647	-2.3895	-0.2306	30	60	7.5	150	250	1
49.647	-2.3899	-0.2303	30.1961	60.3922	7.5	150	250	1
49.647	-2.3904	-0.2301	30.3922	60.7843	7.5	150	250	1
49.647	-2.3908	-0.2298	30.5882	61.1765	7.5	150	250	1
49.647	-2.3912	-0.2296	30.7843	61.5686	7.5	150	250	1
49.647	-2.3916	-0.2293	30.9804	61.9608	7.5	150	250	1
49.647	-2.3921	-0.2291	31.1765	62.3529	7.5	150	250	1
49.647	-2.3925	-0.2288	31.3725	62.7451	7.5	150	250	1
49.647	-2.3929	-0.2285	31.5686	63.1373	7.5	150	250	1
49.647	-2.3933	-0.2283	31.7647	63.5294	7.5	150	250	1
49.647	-2.3938	-0.228	31.9608	63.9216	7.5	150	250	1
49.647	-2.3942	-0.2278	32.1569	64.3137	7.5	150	250	1
49.647	-2.3946	-0.2275	32.3529	64.7059	7.5	150	250	1
49.647	-2.395	-0.2272	32.549	65.098	7.5	150	250	1
49.647	-2.3954	-0.227	32.7451	65.4902	7.5	150	250	1
49.647	-2.3958	-0.2267	32.9412	65.8824	7.5	150	250	1
49.647	-2.3963	-0.2264	33.1373	66.2745	7.5	150	250	1
49.647	-2.3967	-0.2261	33.3333	66.6667	7.5	150	250	1
49.647	-2.3971	-0.2259	33.5294	67.0588	7.5	150	250	1
49.647	-2.3975	-0.2256	33.7255	67.451	7.5	150	250	1
49.647	-2.3979	-0.2253	33.9216	67.8431	7.5	150	250	1
49.647	-2.3983	-0.225	34.1176	68.2353	7.5	150	250	1
49.647	-2.3987	-0.2248	34.3137	68.6275	7.5	150	250	1
49.647	-2.3991	-0.2245	34.5098	69.0196	7.5	150	250	1
49.647	-2.3996	-0.2242	34.7059	69.4118	7.5	150	250	1
49.647	-2.4	-0.2239	34.902	69.8039	7.5	150	250	1
49.647	-2.4004	-0.2236	35.098	70.1961	7.5	150	250	1
49.647	-2.4008	-0.2233	35.2941	70.5882	7.5	150	250	1
49.647	-2.4012	-0.2231	35.4902	70.9804	7.5	150	250	1
49.647	-2.4016	-0.2228	35.6863	71.3725	7.5	150	250	1
49.647	-2.402	-0.2225	35.8824	71.7647	7.5	150	250	1
49.647	-2.4024	-0.2222	36.0784	72.1569	7.5	150	250	1
49.647	-2.4028	-0.2219	36.2745	72.549	7.5	150	250	1
49.647	-2.4032	-0.2216	36.4706	72.9412	7.5	150	250	1
49.647	-2.4036	-0.2213	36.6667	73.3333	7.5	150	250	1
49.647	-2.404	-0.221	36.8627	73.7255	7.5	150	250	1
49.647	-2.4044	-0.2207	37.0588	74.1176	7.5	150	250	1
49.647	-2.4048	-0.2204	37.2549	74.5098	7.5	150	250	1
49.647	-2.4052	-0.2201	37.451	74.902	7.5	150	250	1
49.647	-2.4056	-0.2198	37.6471	75.2941	7.5	150	250	1
49.647	-2.406	-0.2195	37.8431	75.6863	7.5	150	250	1
49.647	-2.4063	-0.2192	38.0392	76.0784	7.5	150	250	1
49.647	-2.4067	-0.2189	38.2353	76.4706	7.5	150	250	1
49.647	-2.4071	-0.2186	38.4314	76.8627	7.5	150	250	1
49.647	-2.4075	-0.2183	38.6275	77.2549	7.5	150	250	1
49.647	-2.4079	-0.218	38.8235	77.6471	7.5	150	250	1
49.647	-2.4083	-0.2177	39.0196	78.0392	7.5	150	250	1
49.647	-2.4087	-0.2173	39.2157	78.4314	7.5	150	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	150	250	1
49.647	-2.4094	-0.2167	39.6078	79.2157	7.5	150	250	1
49.647	-2.4098	-0.2164	39.8039	79.6078	7.5	150	250	1
49.647	-2.4102	-0.2161	40	80	7.5	150	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4091	-0.217	39.4118	78.8235	7.5	1000	250	1
49.647	-2.4094	-0.2167	39.6078	79.2157	7.5	1000	250	1
49.647	-2.4098	-0.2164	39.8039	79.6078	7.5	1000	250	1
49.647	-2.4102	-0.2161	40	80	7.5	1000	250	1
49.647	-2.4107	-0.2157	40.2469	80.4938	7.5	1000	250	1
49.647	-2.4112	-0.2153	40.4938	80.9877	7.5	1000	250	1
49.647	-2.4116	-0.2149	40.7407	81.4815	7.5	1000	250	1
49.647	-2.4121	-0.2145	40.9877	81.9753	7.5	1000	250	1
49.647	-2.4126	-0.214	41.2346	82.4691	7.5	1000	250	1
49.647	-2.413	-0.2136	41.4815	82.963	7.5	1000	250	1
49.647	-2.4135	-0.2132	41.7284	83.4568	7.5	1000	250	1
49.647	-2.414	-0.2128	41.9753	83.9506	7.5	1000	250	1
49.647	-2.4144	-0.2124	42.2222	84.4444	7.5	1000	250	1
49.647	-2.4149	-0.212	42.4691	84.9383	7.5	1000	250	1
49.647	-2.4154	-0.2115	42.716	85.4321	7.5	1000	250	1
49.647	-2.4158	-0.2111	42.963	85.9259	7.5	1000	250	1
49.647	-2.4163	-0.2107	43.2099	86.4198	7.5	1000	250	1
49.647	-2.4167	-0.2103	43.4568	86.9136	7.5	1000	250	1
49.647	-2.4172	-0.2098	43.7037	87.4074	7.5	1000	250	1
49.647	-2.4176	-0.2094	43.9506	87.9012	7.5	1000	250	1
49.647	-2.4181	-0.209	44.1975	88.3951	7.5	1000	250	1
49.647	-2.4185	-0.2085	44.4444	88.8889	7.5	1000	250	1
49.647	-2.419	-0.2081	44.6914	89.3827	7.5	1000	250	1
49.647	-2.4194	-0.2076	44.9383	89.8765	7.5	1000	250	1
49.647	-2.4199	-0.2072	45.1852	90.3704	7.5	1000	250	1
49.647	-2.4203	-0.2068	45.4321	90.8642	7.5	1000	250	1
49.647	-2.4207	-0.2063	45.679	91.358	7.5	1000	250	1
49.647	-2.4212	-0.2059	45.9259	91.8519	7.5	1000	250	1
49.647	-2.4216	-0.2054	46.1728	92.3457	7.5	1000	250	1
49.647	-2.422	-0.205	46.4198	92.8395	7.5	1000	250	1
49.647	-2.4225	-0.2045	46.6667	93.3333	7.5	1000	250	1
49.647	-2.4229	-0.204	46.9136	93.8272	7.5	1000	250	1
49.647	-2.4233	-0.2036	47.1605	94.321	7.5	1000	250	1
49.647	-2.4237	-0.2031	47.4074	94.8148	7.5	1000	250	1
49.647	-2.4242	-0.2027	47.6543	95.3086	7.5	1000	250	1
49.647	-2.4246	-0.2022	47.9012	95.8025	7.5	1000	250	1
49.647	-2.425	-0.2017	48.1481	96.2963	7.5	1000	250	1
49.647	-2.4254	-0.2013	48.3951	96.7901	7.5	1000	250	1
49.647	-2.4258	-0.2008	48.642	97.284	7.5	1000	250	1
49.647	-2.4262	-0.2003	48.8889	97.7778	7.5	1000	250	1
49.647	-2.4267	-0.1999	49.1358	98.2716	7.5	1000	250	1
49.647	-2.4271	-0.1994	49.3827	98.7654	7.5	1000	250	1
49.647	-2.4275	-0.1989	49.6296	99.2593	7.5	1000	250	1
49.647	-2.4279	-0.1984	49.8765	99.7531	7.5	1000	250	1
49.647	-2.4283	-0.198	50.1235	100.2469	7.5	1000	250	1
49.647	-2.4287	-0.1975	50.3704	100.7407	7.5	1000	250	1
49.647	-2.4291	-0.197	50.6173	101.2346	7.5	1000	250	1
49.647	-2.4295	-0.1965	50.8642	101.7284	7.5	1000	250	1
49.647	-2.4299	-0.196	51.1111	102.2222	7.5	1000	250	1
49.647	-2.4303	-0.1955	51.358	102.716	7.5	1000	250	1
49.647	-2.4306	-0.1951	51.6049	103.2099	7.5	1000	250	1
49.647	-2.431	-0.1946	51.8519	103.7037	7.5	1000	250	1
49.647	-2.4314	-0.1941	52.0988	104.1975	7.5	1000	250	1
49.647	-2.4318	-0.1936	52.3457	104.6914	7.5	1000	250	1
49.647	-2.4322	-0.1931	52.5926	105.1852	7.5	1000	250	1
