Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Higher Order Suppressor	Horizontal Exit Slit Size	Beamline Energy
49.647	-2.4355	-0.1886	54.7826	109.5652	7.5	1500	284.4	2
49.647	-2.4358	-0.1882	55	110	7.5	1500	284.4	2
49.647	-2.4361	-0.1877	55.2174	110.4348	7.5	1500	284.4	2
49.647	-2.4364	-0.1873	55.4348	110.8696	7.5	1500	284.4	2
49.647	-2.4367	-0.1868	55.6522	111.3043	7.5	1500	284.4	2
49.647	-2.437	-0.1864	55.8696	111.7391	7.5	1500	284.4	2
49.647	-2.4373	-0.1859	56.087	112.1739	7.5	1500	284.4	2
49.647	-2.4376	-0.1854	56.3043	112.6087	7.5	1500	284.4	2
49.647	-2.4379	-0.185	56.5217	113.0435	7.5	1500	284.4	2
49.647	-2.4382	-0.1845	56.7391	113.4783	7.5	1500	284.4	2
49.647	-2.4385	-0.1841	56.9565	113.913	7.5	1500	284.4	2
49.647	-2.4388	-0.1836	57.1739	114.3478	7.5	1500	284.4	2
49.647	-2.4391	-0.1831	57.3913	114.7826	7.5	1500	284.4	2
49.647	-2.4394	-0.1827	57.6087	115.2174	7.5	1500	284.4	2
49.647	-2.4397	-0.1822	57.8261	115.6522	7.5	1500	284.4	2
49.647	-2.44	-0.1817	58.0435	116.087	7.5	1500	284.4	2
49.647	-2.4403	-0.1813	58.2609	116.5217	7.5	1500	284.4	2
49.647	-2.4406	-0.1808	58.4783	116.9565	7.5	1500	284.4	2
49.647	-2.4409	-0.1803	58.6957	117.3913	7.5	1500	284.4	2
49.647	-2.4412	-0.1799	58.913	117.8261	7.5	1500	284.4	2
49.647	-2.4415	-0.1794	59.1304	118.2609	7.5	1500	284.4	2
49.647	-2.4417	-0.1789	59.3478	118.6957	7.5	1500	284.4	2
49.647	-2.442	-0.1785	59.5652	119.1304	7.5	1500	284.4	2
49.647	-2.4423	-0.178	59.7826	119.5652	7.5	1500	284.4	2
49.647	-2.4426	-0.1775	60	120	7.5	1500	284.4	2
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.172	-1	0	0	12	1500	285.8	0.005
49.647	-2.3195	-0.25	1	2	12	1500	285.8	0.005
49.647	-2.3197	-0.25	1.0833	2.1667	12	1500	285.8	0.005
49.647	-2.32	-0.25	1.1667	2.3333	12	1500	285.8	0.005
49.647	-2.3202	-0.25	1.25	2.5	12	1500	285.8	0.005
49.647	-2.3204	-0.25	1.3333	2.6667	12	1500	285.8	0.005
49.647	-2.3206	-0.25	1.4167	2.8333	12	1500	285.8	0.005
49.647	-2.3208	-0.25	1.5	3	12	1500	285.8	0.005
49.647	-2.321	-0.2499	1.5833	3.1667	12	1500	285.8	0.005
49.647	-2.3212	-0.2499	1.6667	3.3333	12	1500	285.8	0.005
49.647	-2.3214	-0.2499	1.75	3.5	12	1500	285.8	0.005
49.647	-2.3216	-0.2499	1.8333	3.6667	12	1500	285.8	0.005
49.647	-2.3218	-0.2499	1.9167	3.8333	12	1500	285.8	0.005
49.647	-2.3221	-0.2499	2	4	12	1500	285.8	0.005
49.647	-2.3223	-0.2499	2.0833	4.1667	12	1500	285.8	0.005
49.647	-2.3225	-0.2499	2.1667	4.3333	12	1500	285.8	0.005
49.647	-2.3227	-0.2499	2.25	4.5	12	1500	285.8	0.005
49.647	-2.3229	-0.2499	2.3333	4.6667	12	1500	285.8	0.005
49.647	-2.3231	-0.2499	2.4167	4.8333	12	1500	285.8	0.005
49.647	-2.3233	-0.2499	2.5	5	12	1500	285.8	0.005
49.647	-2.3235	-0.2499	2.5833	5.1667	12	1500	285.8	0.005
49.647	-2.3237	-0.2498	2.6667	5.3333	12	1500	285.8	0.005
49.647	-2.324	-0.2498	2.75	5.5	12	1500	285.8	0.005
49.647	-2.3242	-0.2498	2.8333	5.6667	12	1500	285.8	0.005
49.647	-2.3244	-0.2498	2.9167	5.8333	12	1500	285.8	0.005
49.647	-2.3246	-0.2498	3	6	12	1500	285.8	0.005
49.647	-2.3248	-0.2498	3.0833	6.1667	12	1500	285.8	0.005
49.647	-2.325	-0.2498	3.1667	6.3333	12	1500	285.8	0.005
49.647	-2.3252	-0.2498	3.25	6.5	12	1500	285.8	0.005
49.647	-2.3254	-0.2498	3.3333	6.6667	12	1500	285.8	0.005
49.647	-2.3256	-0.2497	3.4167	6.8333	12	1500	285.8	0.005
49.647	-2.3259	-0.2497	3.5	7	12	1500	285.8	0.005
49.647	-2.3261	-0.2497	3.5833	7.1667	12	1500	285.8	0.005
49.647	-2.3263	-0.2497	3.6667	7.3333	12	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	12	1500	285.8	0.005
49.647	-2.3267	-0.2497	3.8333	7.6667	12	1500	285.8	0.005
49.647	-2.3269	-0.2497	3.9167	7.8333	12	1500	285.8	0.005
49.647	-2.3271	-0.2496	4	8	12	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3265	-0.2497	3.75	7.5	10	1500	285.8	0.005
49.647	-2.3267	-0.2497	3.8333	7.6667	10	1500	285.8	0.005
49.647	-2.3269	-0.2497	3.9167	7.8333	10	1500	285.8	0.005
49.647	-2.3271	-0.2496	4	8	10	1500	285.8	0.005
49.647	-2.3273	-0.2496	4.0833	8.1667	10	1500	285.8	0.005
49.647	-2.3275	-0.2496	4.1667	8.3333	10	1500	285.8	0.005
49.647	-2.3277	-0.2496	4.25	8.5	10	1500	285.8	0.005
49.647	-2.328	-0.2496	4.3333	8.6667	10	1500	285.8	0.005
49.647	-2.3282	-0.2496	4.4167	8.8333	10	1500	285.8	0.005
49.647	-2.3284	-0.2496	4.5	9	10	1500	285.8	0.005
49.647	-2.3286	-0.2495	4.5833	9.1667	10	1500	285.8	0.005
49.647	-2.3288	-0.2495	4.6667	9.3333	10	1500	285.8	0.005
49.647	-2.329	-0.2495	4.75	9.5	10	1500	285.8	0.005
49.647	-2.3292	-0.2495	4.8333	9.6667	10	1500	285.8	0.005
49.647	-2.3294	-0.2495	4.9167	9.8333	10	1500	285.8	0.005
49.647	-2.3296	-0.2494	5	10	10	1500	285.8	0.005
49.647	-2.3298	-0.2494	5.0833	10.1667	10	1500	285.8	0.005
49.647	-2.3301	-0.2494	5.1667	10.3333	10	1500	285.8	0.005
49.647	-2.3303	-0.2494	5.25	10.5	10	1500	285.8	0.005
49.647	-2.3305	-0.2494	5.3333	10.6667	10	1500	285.8	0.005
49.647	-2.3307	-0.2494	5.4167	10.8333	10	1500	285.8	0.005
49.647	-2.3309	-0.2493	5.5	11	10	1500	285.8	0.005
49.647	-2.3311	-0.2493	5.5833	11.1667	10	1500	285.8	0.005
49.647	-2.3313	-0.2493	5.6667	11.3333	10	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	10	1500	285.8	0.005
49.647	-2.3317	-0.2492	5.8333	11.6667	10	1500	285.8	0.005
49.647	-2.3319	-0.2492	5.9167	11.8333	10	1500	285.8	0.005
49.647	-2.3322	-0.2492	6	12	10	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3315	-0.2493	5.75	11.5	9	1500	285.8	0.005
49.647	-2.3317	-0.2492	5.8333	11.6667	9	1500	285.8	0.005
49.647	-2.3319	-0.2492	5.9167	11.8333	9	1500	285.8	0.005
49.647	-2.3322	-0.2492	6	12	9	1500	285.8	0.005
49.647	-2.3324	-0.2492	6.0851	12.1702	9	1500	285.8	0.005
49.647	-2.3326	-0.2492	6.1702	12.3404	9	1500	285.8	0.005
49.647	-2.3328	-0.2491	6.2553	12.5106	9	1500	285.8	0.005
49.647	-2.333	-0.2491	6.3404	12.6809	9	1500	285.8	0.005
49.647	-2.3332	-0.2491	6.4255	12.8511	9	1500	285.8	0.005
49.647	-2.3334	-0.2491	6.5106	13.0213	9	1500	285.8	0.005
49.647	-2.3337	-0.249	6.5957	13.1915	9	1500	285.8	0.005
49.647	-2.3339	-0.249	6.6809	13.3617	9	1500	285.8	0.005
49.647	-2.3341	-0.249	6.766	13.5319	9	1500	285.8	0.005
49.647	-2.3343	-0.249	6.8511	13.7021	9	1500	285.8	0.005
49.647	-2.3345	-0.2489	6.9362	13.8723	9	1500	285.8	0.005
49.647	-2.3347	-0.2489	7.0213	14.0426	9	1500	285.8	0.005
49.647	-2.3349	-0.2489	7.1064	14.2128	9	1500	285.8	0.005
49.647	-2.3352	-0.2489	7.1915	14.383	9	1500	285.8	0.005
49.647	-2.3354	-0.2488	7.2766	14.5532	9	1500	285.8	0.005
49.647	-2.3356	-0.2488	7.3617	14.7234	9	1500	285.8	0.005
49.647	-2.3358	-0.2488	7.4468	14.8936	9	1500	285.8	0.005
49.647	-2.336	-0.2487	7.5319	15.0638	9	1500	285.8	0.005
49.647	-2.3362	-0.2487	7.617	15.234	9	1500	285.8	0.005
49.647	-2.3364	-0.2487	7.7021	15.4043	9	1500	285.8	0.005
49.647	-2.3366	-0.2487	7.7872	15.5745	9	1500	285.8	0.005
49.647	-2.3369	-0.2486	7.8723	15.7447	9	1500	285.8	0.005
49.647	-2.3371	-0.2486	7.9574	15.9149	9	1500	285.8	0.005
49.647	-2.3373	-0.2486	8.0426	16.0851	9	1500	285.8	0.005
49.647	-2.3375	-0.2485	8.1277	16.2553	9	1500	285.8	0.005
49.647	-2.3377	-0.2485	8.2128	16.4255	9	1500	285.8	0.005
49.647	-2.3379	-0.2485	8.2979	16.5957	9	1500	285.8	0.005
49.647	-2.3381	-0.2485	8.383	16.766	9	1500	285.8	0.005
49.647	-2.3384	-0.2484	8.4681	16.9362	9	1500	285.8	0.005
49.647	-2.3386	-0.2484	8.5532	17.1064	9	1500	285.8	0.005
49.647	-2.3388	-0.2484	8.6383	17.2766	9	1500	285.8	0.005
49.647	-2.339	-0.2483	8.7234	17.4468	9	1500	285.8	0.005
49.647	-2.3392	-0.2483	8.8085	17.617	9	1500	285.8	0.005
49.647	-2.3394	-0.2483	8.8936	17.7872	9	1500	285.8	0.005
49.647	-2.3396	-0.2482	8.9787	17.9574	9	1500	285.8	0.005
49.647	-2.3398	-0.2482	9.0638	18.1277	9	1500	285.8	0.005
49.647	-2.3401	-0.2482	9.1489	18.2979	9	1500	285.8	0.005
49.647	-2.3403	-0.2481	9.234	18.4681	9	1500	285.8	0.005
49.647	-2.3405	-0.2481	9.3191	18.6383	9	1500	285.8	0.005
49.647	-2.3407	-0.2481	9.4043	18.8085	9	1500	285.8	0.005
49.647	-2.3409	-0.248	9.4894	18.9787	9	1500	285.8	0.005
49.647	-2.3411	-0.248	9.5745	19.1489	9	1500	285.8	0.005
49.647	-2.3413	-0.2479	9.6596	19.3191	9	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	9	1500	285.8	0.005
49.647	-2.3418	-0.2479	9.8298	19.6596	9	1500	285.8	0.005
49.647	-2.342	-0.2478	9.9149	19.8298	9	1500	285.8	0.005
49.647	-2.3422	-0.2478	10	20	9	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3415	-0.2479	9.7447	19.4894	7.5	1500	285.8	0.005
49.647	-2.3418	-0.2479	9.8298	19.6596	7.5	1500	285.8	0.005
49.647	-2.342	-0.2478	9.9149	19.8298	7.5	1500	285.8	0.005
49.647	-2.3422	-0.2478	10	20	7.5	1500	285.8	0.005
49.647	-2.3425	-0.2477	10.1429	20.2857	7.5	1500	285.8	0.005
49.647	-2.3429	-0.2477	10.2857	20.5714	7.5	1500	285.8	0.005
49.647	-2.3432	-0.2476	10.4286	20.8571	7.5	1500	285.8	0.005
49.647	-2.3436	-0.2475	10.5714	21.1429	7.5	1500	285.8	0.005
49.647	-2.344	-0.2475	10.7143	21.4286	7.5	1500	285.8	0.005
49.647	-2.3443	-0.2474	10.8571	21.7143	7.5	1500	285.8	0.005
49.647	-2.3447	-0.2473	11	22	7.5	1500	285.8	0.005
49.647	-2.345	-0.2473	11.1429	22.2857	7.5	1500	285.8	0.005
49.647	-2.3454	-0.2472	11.2857	22.5714	7.5	1500	285.8	0.005
49.647	-2.3457	-0.2471	11.4286	22.8571	7.5	1500	285.8	0.005
49.647	-2.3461	-0.2471	11.5714	23.1429	7.5	1500	285.8	0.005
49.647	-2.3464	-0.247	11.7143	23.4286	7.5	1500	285.8	0.005
49.647	-2.3468	-0.2469	11.8571	23.7143	7.5	1500	285.8	0.005
49.647	-2.3471	-0.2468	12	24	7.5	1500	285.8	0.005
49.647	-2.3475	-0.2468	12.1429	24.2857	7.5	1500	285.8	0.005
49.647	-2.3479	-0.2467	12.2857	24.5714	7.5	1500	285.8	0.005
49.647	-2.3482	-0.2466	12.4286	24.8571	7.5	1500	285.8	0.005
49.647	-2.3486	-0.2465	12.5714	25.1429	7.5	1500	285.8	0.005
49.647	-2.3489	-0.2464	12.7143	25.4286	7.5	1500	285.8	0.005
49.647	-2.3493	-0.2464	12.8571	25.7143	7.5	1500	285.8	0.005
49.647	-2.3496	-0.2463	13	26	7.5	1500	285.8	0.005
49.647	-2.35	-0.2462	13.1429	26.2857	7.5	1500	285.8	0.005
49.647	-2.3503	-0.2461	13.2857	26.5714	7.5	1500	285.8	0.005
49.647	-2.3507	-0.246	13.4286	26.8571	7.5	1500	285.8	0.005
49.647	-2.351	-0.246	13.5714	27.1429	7.5	1500	285.8	0.005
49.647	-2.3514	-0.2459	13.7143	27.4286	7.5	1500	285.8	0.005
49.647	-2.3517	-0.2458	13.8571	27.7143	7.5	1500	285.8	0.005
49.647	-2.3521	-0.2457	14	28	7.5	1500	285.8	0.005
49.647	-2.3524	-0.2456	14.1429	28.2857	7.5	1500	285.8	0.005
49.647	-2.3528	-0.2455	14.2857	28.5714	7.5	1500	285.8	0.005
49.647	-2.3531	-0.2454	14.4286	28.8571	7.5	1500	285.8	0.005
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.005
49.647	-2.3538	-0.2452	14.7143	29.4286	7.5	1500	285.8	0.005
49.647	-2.3542	-0.2452	14.8571	29.7143	7.5	1500	285.8	0.005
49.647	-2.3545	-0.2451	15	30	7.5	1500	285.8	0.005
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3535	-0.2453	14.5714	29.1429	7.5	1500	285.8	0.05
49.647	-2.3538	-0.2452	14.7143	29.4286	7.5	1500	285.8	0.05
49.647	-2.3542	-0.2452	14.8571	29.7143	7.5	1500	285.8	0.05
49.647	-2.3545	-0.2451	15	30	7.5	1500	285.8	0.05
49.647	-2.3549	-0.245	15.1471	30.2941	7.5	1500	285.8	0.05
49.647	-2.3552	-0.2449	15.2941	30.5882	7.5	1500	285.8	0.05
49.647	-2.3556	-0.2448	15.4412	30.8824	7.5	1500	285.8	0.05
49.647	-2.356	-0.2447	15.5882	31.1765	7.5	1500	285.8	0.05
49.647	-2.3563	-0.2446	15.7353	31.4706	7.5	1500	285.8	0.05
49.647	-2.3567	-0.2445	15.8824	31.7647	7.5	1500	285.8	0.05
49.647	-2.357	-0.2444	16.0294	32.0588	7.5	1500	285.8	0.05
49.647	-2.3574	-0.2443	16.1765	32.3529	7.5	1500	285.8	0.05
49.647	-2.3578	-0.2442	16.3235	32.6471	7.5	1500	285.8	0.05
49.647	-2.3581	-0.244	16.4706	32.9412	7.5	1500	285.8	0.05
49.647	-2.3585	-0.2439	16.6176	33.2353	7.5	1500	285.8	0.05
49.647	-2.3588	-0.2438	16.7647	33.5294	7.5	1500	285.8	0.05
49.647	-2.3592	-0.2437	16.9118	33.8235	7.5	1500	285.8	0.05
49.647	-2.3595	-0.2436	17.0588	34.1176	7.5	1500	285.8	0.05
49.647	-2.3599	-0.2435	17.2059	34.4118	7.5	1500	285.8	0.05
49.647	-2.3602	-0.2434	17.3529	34.7059	7.5	1500	285.8	0.05
49.647	-2.3606	-0.2433	17.5	35	7.5	1500	285.8	0.05
49.647	-2.361	-0.2432	17.6471	35.2941	7.5	1500	285.8	0.05
49.647	-2.3613	-0.2431	17.7941	35.5882	7.5	1500	285.8	0.05
49.647	-2.3617	-0.2429	17.9412	35.8824	7.5	1500	285.8	0.05
49.647	-2.362	-0.2428	18.0882	36.1765	7.5	1500	285.8	0.05
49.647	-2.3624	-0.2427	18.2353	36.4706	7.5	1500	285.8	0.05
49.647	-2.3627	-0.2426	18.3824	36.7647	7.5	1500	285.8	0.05
49.647	-2.3631	-0.2425	18.5294	37.0588	7.5	1500	285.8	0.05
49.647	-2.3634	-0.2424	18.6765	37.3529	7.5	1500	285.8	0.05
49.647	-2.3638	-0.2422	18.8235	37.6471	7.5	1500	285.8	0.05
49.647	-2.3641	-0.2421	18.9706	37.9412	7.5	1500	285.8	0.05
49.647	-2.3645	-0.242	19.1176	38.2353	7.5	1500	285.8	0.05
49.647	-2.3648	-0.2419	19.2647	38.5294	7.5	1500	285.8	0.05
49.647	-2.3652	-0.2418	19.4118	38.8235	7.5	1500	285.8	0.05
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.05
49.647	-2.3659	-0.2415	19.7059	39.4118	7.5	1500	285.8	0.05
49.647	-2.3662	-0.2414	19.8529	39.7059	7.5	1500	285.8	0.05
49.647	-2.3666	-0.2413	20	40	7.5	1500	285.8	0.05
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3655	-0.2416	19.5588	39.1176	7.5	1500	285.8	0.1
49.647	-2.3659	-0.2415	19.7059	39.4118	7.5	1500	285.8	0.1
49.647	-2.3662	-0.2414	19.8529	39.7059	7.5	1500	285.8	0.1
49.647	-2.3666	-0.2413	20	40	7.5	1500	285.8	0.1
49.647	-2.367	-0.2411	20.1515	40.303	7.5	1500	285.8	0.1
49.647	-2.3673	-0.241	20.303	40.6061	7.5	1500	285.8	0.1
49.647	-2.3677	-0.2409	20.4545	40.9091	7.5	1500	285.8	0.1
49.647	-2.368	-0.2407	20.6061	41.2121	7.5	1500	285.8	0.1
49.647	-2.3684	-0.2406	20.7576	41.5152	7.5	1500	285.8	0.1
49.647	-2.3687	-0.2405	20.9091	41.8182	7.5	1500	285.8	0.1
49.647	-2.3691	-0.2403	21.0606	42.1212	7.5	1500	285.8	0.1
49.647	-2.3695	-0.2402	21.2121	42.4242	7.5	1500	285.8	0.1
49.647	-2.3698	-0.24	21.3636	42.7273	7.5	1500	285.8	0.1
49.647	-2.3702	-0.2399	21.5152	43.0303	7.5	1500	285.8	0.1
49.647	-2.3705	-0.2398	21.6667	43.3333	7.5	1500	285.8	0.1
49.647	-2.3709	-0.2396	21.8182	43.6364	7.5	1500	285.8	0.1
49.647	-2.3712	-0.2395	21.9697	43.9394	7.5	1500	285.8	0.1
49.647	-2.3716	-0.2393	22.1212	44.2424	7.5	1500	285.8	0.1
49.647	-2.372	-0.2392	22.2727	44.5455	7.5	1500	285.8	0.1
49.647	-2.3723	-0.239	22.4242	44.8485	7.5	1500	285.8	0.1
49.647	-2.3727	-0.2389	22.5758	45.1515	7.5	1500	285.8	0.1
49.647	-2.373	-0.2387	22.7273	45.4545	7.5	1500	285.8	0.1
49.647	-2.3734	-0.2386	22.8788	45.7576	7.5	1500	285.8	0.1
49.647	-2.3737	-0.2384	23.0303	46.0606	7.5	1500	285.8	0.1
49.647	-2.3741	-0.2383	23.1818	46.3636	7.5	1500	285.8	0.1
49.647	-2.3744	-0.2381	23.3333	46.6667	7.5	1500	285.8	0.1
49.647	-2.3748	-0.238	23.4848	46.9697	7.5	1500	285.8	0.1
49.647	-2.3751	-0.2378	23.6364	47.2727	7.5	1500	285.8	0.1
49.647	-2.3755	-0.2377	23.7879	47.5758	7.5	1500	285.8	0.1
49.647	-2.3758	-0.2375	23.9394	47.8788	7.5	1500	285.8	0.1
49.647	-2.3762	-0.2374	24.0909	48.1818	7.5	1500	285.8	0.1
49.647	-2.3765	-0.2372	24.2424	48.4848	7.5	1500	285.8	0.1
49.647	-2.3769	-0.2371	24.3939	48.7879	7.5	1500	285.8	0.1
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.1
49.647	-2.3776	-0.2367	24.697	49.3939	7.5	1500	285.8	0.1
49.647	-2.3779	-0.2366	24.8485	49.697	7.5	1500	285.8	0.1
49.647	-2.3783	-0.2364	25	50	7.5	1500	285.8	0.1
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3772	-0.2369	24.5455	49.0909	7.5	1500	285.8	0.5
49.647	-2.3776	-0.2367	24.697	49.3939	7.5	1500	285.8	0.5
49.647	-2.3779	-0.2366	24.8485	49.697	7.5	1500	285.8	0.5
49.647	-2.3783	-0.2364	25	50	7.5	1500	285.8	0.5
49.647	-2.3786	-0.2362	25.1562	50.3125	7.5	1500	285.8	0.5
49.647	-2.379	-0.2361	25.3125	50.625	7.5	1500	285.8	0.5
49.647	-2.3794	-0.2359	25.4688	50.9375	7.5	1500	285.8	0.5
49.647	-2.3797	-0.2357	25.625	51.25	7.5	1500	285.8	0.5
49.647	-2.3801	-0.2356	25.7812	51.5625	7.5	1500	285.8	0.5
49.647	-2.3804	-0.2354	25.9375	51.875	7.5	1500	285.8	0.5
49.647	-2.3808	-0.2352	26.0938	52.1875	7.5	1500	285.8	0.5
49.647	-2.3811	-0.235	26.25	52.5	7.5	1500	285.8	0.5
49.647	-2.3815	-0.2349	26.4062	52.8125	7.5	1500	285.8	0.5
49.647	-2.3818	-0.2347	26.5625	53.125	7.5	1500	285.8	0.5
49.647	-2.3822	-0.2345	26.7188	53.4375	7.5	1500	285.8	0.5
49.647	-2.3825	-0.2343	26.875	53.75	7.5	1500	285.8	0.5
49.647	-2.3829	-0.2342	27.0312	54.0625	7.5	1500	285.8	0.5
49.647	-2.3833	-0.234	27.1875	54.375	7.5	1500	285.8	0.5
49.647	-2.3836	-0.2338	27.3438	54.6875	7.5	1500	285.8	0.5
49.647	-2.384	-0.2336	27.5	55	7.5	1500	285.8	0.5
49.647	-2.3843	-0.2334	27.6562	55.3125	7.5	1500	285.8	0.5
49.647	-2.3847	-0.2332	27.8125	55.625	7.5	1500	285.8	0.5
49.647	-2.385	-0.2331	27.9688	55.9375	7.5	1500	285.8	0.5
49.647	-2.3854	-0.2329	28.125	56.25	7.5	1500	285.8	0.5
49.647	-2.3857	-0.2327	28.2812	56.5625	7.5	1500	285.8	0.5
49.647	-2.386	-0.2325	28.4375	56.875	7.5	1500	285.8	0.5
49.647	-2.3864	-0.2323	28.5938	57.1875	7.5	1500	285.8	0.5
49.647	-2.3867	-0.2321	28.75	57.5	7.5	1500	285.8	0.5
49.647	-2.3871	-0.2319	28.9062	57.8125	7.5	1500	285.8	0.5
49.647	-2.3874	-0.2317	29.0625	58.125	7.5	1500	285.8	0.5
49.647	-2.3878	-0.2316	29.2188	58.4375	7.5	1500	285.8	0.5
49.647	-2.3881	-0.2314	29.375	58.75	7.5	1500	285.8	0.5
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	0.5
49.647	-2.3888	-0.231	29.6875	59.375	7.5	1500	285.8	0.5
49.647	-2.3892	-0.2308	29.8438	59.6875	7.5	1500	285.8	0.5
49.647	-2.3895	-0.2306	30	60	7.5	1500	285.8	0.5
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3885	-0.2312	29.5312	59.0625	7.5	1500	285.8	1
49.647	-2.3888	-0.231	29.6875	59.375	7.5	1500	285.8	1
49.647	-2.3892	-0.2308	29.8438	59.6875	7.5	1500	285.8	1
49.647	-2.3895	-0.2306	30	60	7.5	1500	285.8	1
49.647	-2.3899	-0.2304	30.1695	60.339	7.5	1500	285.8	1
49.647	-2.3902	-0.2301	30.339	60.678	7.5	1500	285.8	1
49.647	-2.3906	-0.2299	30.5085	61.0169	7.5	1500	285.8	1
49.647	-2.391	-0.2297	30.678	61.3559	7.5	1500	285.8	1
49.647	-2.3913	-0.2295	30.8475	61.6949	7.5	1500	285.8	1
49.647	-2.3917	-0.2293	31.0169	62.0339	7.5	1500	285.8	1
49.647	-2.3921	-0.229	31.1864	62.3729	7.5	1500	285.8	1
49.647	-2.3925	-0.2288	31.3559	62.7119	7.5	1500	285.8	1
49.647	-2.3928	-0.2286	31.5254	63.0508	7.5	1500	285.8	1
49.647	-2.3932	-0.2284	31.6949	63.3898	7.5	1500	285.8	1
49.647	-2.3935	-0.2281	31.8644	63.7288	7.5	1500	285.8	1
49.647	-2.3939	-0.2279	32.0339	64.0678	7.5	1500	285.8	1
49.647	-2.3943	-0.2277	32.2034	64.4068	7.5	1500	285.8	1
49.647	-2.3946	-0.2275	32.3729	64.7458	7.5	1500	285.8	1
49.647	-2.395	-0.2272	32.5424	65.0847	7.5	1500	285.8	1
49.647	-2.3954	-0.227	32.7119	65.4237	7.5	1500	285.8	1
49.647	-2.3957	-0.2268	32.8814	65.7627	7.5	1500	285.8	1
49.647	-2.3961	-0.2265	33.0508	66.1017	7.5	1500	285.8	1
49.647	-2.3964	-0.2263	33.2203	66.4407	7.5	1500	285.8	1
